         sim	       state	        soln	      dist_x	        time	        step	          pH	          pe	    reaction	          Fe	           S	 Mackinawite	d_Mackinawite	    Greigite	  d_Greigite	      Pyrite	    d_Pyrite	si_Mackinawite	 si_Greigite	   si_Pyrite	
           4	       react	           1	         -99	           0	          55	     8.39356	    -8.15571	  1.0000e-07	  1.3340e-06	  1.1178e-07	  4.9933e-07	  1.2801e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -10.2640	     -1.3210	
           4	       react	           1	         -99	           0	          56	      8.4504	    -8.21274	  1.0000e-07	  1.5141e-06	  9.1890e-08	  6.1922e-07	  1.1989e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -10.4285	     -1.4855	
           4	       react	           1	         -99	           0	          57	     8.50101	    -8.26352	  1.0000e-07	  1.6996e-06	  7.7358e-08	  7.3375e-07	  1.1453e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -10.5756	     -1.6326	
           4	       react	           1	         -99	           0	          58	     8.54641	    -8.30911	  1.0000e-07	  1.8887e-06	  6.6445e-08	  8.4466e-07	  1.1091e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -10.7081	     -1.7651	
           4	       react	           1	         -99	           0	          59	     8.58747	    -8.35035	  1.0000e-07	  2.0803e-06	  5.8040e-08	  9.5307e-07	  1.0841e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -10.8281	     -1.8851	
           4	       react	           1	         -99	           0	          60	     8.62487	    -8.38793	  1.0000e-07	  2.2736e-06	  5.1417e-08	  1.0597e-06	  1.0662e-07	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -10.9374	     -1.9944	
           4	       react	           1	         -99	           0	          61	     8.88026	    -8.64513	  1.0000e-06	  4.2461e-06	  2.3842e-08	  2.0873e-06	  1.0276e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -11.6825	     -2.7395	
           4	       react	           1	         -99	           0	          62	     9.03234	    -8.79902	  1.0000e-06	  6.2381e-06	  1.5891e-08	  3.0952e-06	  1.0080e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -12.1223	     -3.1793	
           4	       react	           1	         -99	           0	          63	     9.13987	    -8.90833	  1.0000e-06	  8.2344e-06	  1.2216e-08	  4.0989e-06	  1.0037e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -12.4305	     -3.4875	
           4	       react	           1	         -99	           0	          64	     9.22274	    -8.99297	  1.0000e-06	  1.0232e-05	  1.0109e-08	  5.1010e-06	  1.0021e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -12.6662	     -3.7232	
           4	       react	           1	         -99	           0	          65	        9.29	      -9.062	  1.0000e-06	  1.2231e-05	  8.7433e-09	  6.1024e-06	  1.0014e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -12.8564	     -3.9134	
           4	       react	           1	         -99	           0	          66	     9.34654	    -9.12028	  1.0000e-06	  1.4230e-05	  7.7851e-09	  7.1033e-06	  1.0010e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -13.0154	     -4.0724	
           4	       react	           1	         -99	           0	          67	     9.39525	    -9.17073	  1.0000e-06	  1.6229e-05	  7.0746e-09	  8.1040e-06	  1.0007e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.1517	     -4.2087	
           4	       react	           1	         -99	           0	          68	     9.43802	    -9.21521	  1.0000e-06	  1.8229e-05	  6.5259e-09	  9.1046e-06	  1.0005e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.2709	     -4.3279	
           4	       react	           1	         -99	           0	          69	     9.47611	    -9.25501	  1.0000e-06	  2.0228e-05	  6.0887e-09	  1.0105e-05	  1.0004e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.3767	     -4.4337	
           4	       react	           1	         -99	           0	          70	     9.51044	    -9.29103	  1.0000e-06	  2.2228e-05	  5.7318e-09	  1.1105e-05	  1.0004e-06	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -13.4718	     -4.5288	
           4	       react	           1	         -99	           0	          71	     9.73984	    -9.53666	  1.0000e-05	  4.2226e-05	  4.0217e-09	  2.1107e-05	  1.0002e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -14.1017	     -5.1587	
           4	       react	           1	         -99	           0	          72	     9.87443	    -9.68635	  1.0000e-05	  6.2226e-05	  3.3919e-09	  3.1108e-05	  1.0001e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.4702	     -5.5272	
           4	       react	           1	         -99	           0	          73	     9.96857	     -9.7946	  1.0000e-05	  8.2226e-05	  3.0540e-09	  4.1108e-05	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.7304	     -5.7874	
           4	       react	           1	         -99	           0	          74	       10.04	    -9.87933	  1.0000e-05	  1.0223e-04	  2.8379e-09	  5.1108e-05	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -14.9309	     -5.9879	
           4	       react	           1	         -99	           0	          75	      10.097	    -9.94876	  1.0000e-05	  1.2223e-04	  2.6843e-09	  6.1108e-05	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -15.0937	     -6.1507	
           4	       react	           1	         -99	           0	          76	     10.1438	    -10.0074	  1.0000e-05	  1.4223e-04	  2.5672e-09	  7.1109e-05	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -15.2305	     -6.2875	
           4	       react	           1	         -99	           0	          77	     10.1833	    -10.0581	  1.0000e-05	  1.6223e-04	  2.4732e-09	  8.1109e-05	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -15.3482	     -6.4052	
           4	       react	           1	         -99	           0	          78	     10.2171	    -10.1025	  1.0000e-05	  1.8223e-04	  2.3949e-09	  9.1109e-05	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -15.4515	     -6.5085	
           4	       react	           1	         -99	           0	          79	     10.2465	    -10.1421	  1.0000e-05	  2.0223e-04	  2.3278e-09	  1.0111e-04	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -15.5434	     -6.6004	
           4	       react	           1	         -99	           0	          80	     10.2723	    -10.1777	  1.0000e-05	  2.2223e-04	  2.2689e-09	  1.1111e-04	  1.0000e-05	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -15.6261	     -6.6831	
           4	       react	           1	         -99	           0	          81	     10.4275	    -10.4116	  1.0000e-04	  4.2223e-04	  1.8905e-09	  2.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.1783	     -7.2353	
           4	       react	           1	         -99	           0	          82	     10.5032	     -10.545	  1.0000e-04	  6.2224e-04	  1.6626e-09	  3.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.5053	     -7.5623	
           4	       react	           1	         -99	           0	          83	     10.5496	    -10.6368	  1.0000e-04	  8.2225e-04	  1.4961e-09	  4.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -16.7388	     -7.7958	
           4	       react	           1	         -99	           0	          84	     10.5815	    -10.7063	  1.0000e-04	  1.0223e-03	  1.3657e-09	  5.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -16.9209	     -7.9779	
           4	       react	           1	         -99	           0	          85	     10.6049	    -10.7618	  1.0000e-04	  1.2223e-03	  1.2594e-09	  6.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.0704	     -8.1274	
           4	       react	           1	         -99	           0	          86	      10.623	    -10.8078	  1.0000e-04	  1.4223e-03	  1.1707e-09	  7.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -17.1972	     -8.2542	
           4	       react	           1	         -99	           0	          87	     10.6375	     -10.847	  1.0000e-04	  1.6223e-03	  1.0952e-09	  8.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -17.3073	     -8.3643	
           4	       react	           1	         -99	           0	          88	     10.6493	    -10.8811	  1.0000e-04	  1.8223e-03	  1.0299e-09	  9.1111e-04	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.4048	     -8.4618	
           4	       react	           1	         -99	           0	          89	     10.6592	    -10.9111	  1.0000e-04	  2.0224e-03	  9.7289e-10	  1.0111e-03	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -17.4921	     -8.5491	
           4	       react	           1	         -99	           0	          90	     10.6676	     -10.938	  1.0000e-04	  2.2224e-03	  9.2255e-10	  1.1111e-03	  1.0000e-04	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -17.5713	     -8.6283	
           4	       react	           1	         -99	           0	          91	     10.7125	    -11.1122	  1.0000e-03	  4.2229e-03	  6.2064e-10	  2.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -18.1121	     -9.1691	
           4	       react	           1	         -99	           0	          92	     10.7312	    -11.2114	  1.0000e-03	  6.2236e-03	  4.7724e-10	  3.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -18.4403	     -9.4973	
           4	       react	           1	         -99	           0	          93	     10.7416	    -11.2805	  1.0000e-03	  8.2247e-03	  3.9237e-10	  4.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -18.6767	     -9.7337	
           4	       react	           1	         -99	           0	          94	     10.7483	    -11.3333	  1.0000e-03	  1.0226e-02	  3.3589e-10	  5.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -18.8615	     -9.9185	
           4	       react	           1	         -99	           0	          95	      10.753	    -11.3762	  1.0000e-03	  1.2228e-02	  2.9542e-10	  6.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -19.0133	    -10.0703	
           4	       react	           1	         -99	           0	          96	     10.7566	    -11.4121	  1.0000e-03	  1.4230e-02	  2.6488e-10	  7.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -19.1421	    -10.1991	
           4	       react	           1	         -99	           0	          97	     10.7594	    -11.4431	  1.0000e-03	  1.6232e-02	  2.4097e-10	  8.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -19.2540	    -10.3110	
           4	       react	           1	         -99	           0	          98	     10.7617	    -11.4703	  1.0000e-03	  1.8234e-02	  2.2169e-10	  9.1111e-03	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -19.3528	    -10.4098	
           4	       react	           1	         -99	           0	          99	     10.7635	    -11.4946	  1.0000e-03	  2.0237e-02	  2.0580e-10	  1.0111e-02	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -19.4413	    -10.4983	
           4	       react	           1	         -99	           0	         100	     10.7651	    -11.5165	  1.0000e-03	  2.2240e-02	  1.9245e-10	  1.1111e-02	  1.0000e-03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -19.5215	    -10.5785	
           4	       react	           1	         -99	           0	         101	      10.774	    -11.6643	  1.0000e-02	  4.2287e-02	  1.2330e-10	  2.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -20.0669	    -11.1239	
           4	       react	           1	         -99	           0	         102	     10.7783	    -11.7531	  1.0000e-02	  6.2362e-02	  9.5430e-11	  3.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -20.3963	    -11.4533	
           4	       react	           1	         -99	           0	         103	     10.7812	    -11.8169	  1.0000e-02	  8.2467e-02	  7.9907e-11	  4.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -20.6331	    -11.6901	
           4	       react	           1	         -99	           0	         104	     10.7835	     -11.867	  1.0000e-02	  1.0260e-01	  6.9817e-11	  5.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -20.8183	    -11.8753	
           4	       react	           1	         -99	           0	         105	     10.7853	    -11.9082	  1.0000e-02	  1.2276e-01	  6.2628e-11	  6.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -20.9704	    -12.0274	
           4	       react	           1	         -99	           0	         106	     10.7869	    -11.9433	  1.0000e-02	  1.4295e-01	  5.7182e-11	  7.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -21.0996	    -12.1566	
           4	       react	           1	         -99	           0	         107	     10.7884	    -11.9739	  1.0000e-02	  1.6318e-01	  5.2873e-11	  8.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -21.2120	    -12.2690	
           4	       react	           1	         -99	           0	         108	     10.7897	    -12.0011	  1.0000e-02	  1.8343e-01	  4.9350e-11	  9.1111e-02	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -21.3114	    -12.3684	
           4	       react	           1	         -99	           0	         109	     10.7909	    -12.0255	  1.0000e-02	  2.0371e-01	  4.6395e-11	  1.0111e-01	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	     -0.0000	    -21.4007	    -12.4577	
           4	       react	           1	         -99	           0	         110	      10.792	    -12.0478	  1.0000e-02	  2.2402e-01	  4.3866e-11	  1.1111e-01	  1.0000e-02	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	      0.0000	    -21.4817	    -12.5387	
